# number of turbine/pump units
param bar_n := 20;

# number of time periods
param bar_t := 24;

# parameters
param : 	p_min_bound	p_max_bound	U_t	D_t	T_U	T_D	c	c_u	p0	v0	R_U	R_D	S_U	S_D :=
1	69.738	173.536	1	0	3	3	51635.9	52018.685137649	128.592	1	39.5149	35.134	69.738	92.75154
2	94.3172	247.063	3	0	9	9	59059.5	59945.29138726	152.317	1	61.3199	64.1585	94.3172	125.441876
3	79.1017	279.455	9	0	9	9	58723.1	59513.9376393274	125.382	1	79.4953	83.2506	79.1017	105.205261
4	32.2672	127.308	0	2	2	2	29371.9	29619.3003555018	0	0	38.8966	41.3964	32.2672	42.915376
5	34.8114	118.467	0	2	2	2	28994.6	29219.7850355514	0	0	33.3699	26.6113	34.8114	46.299162
6	49.8999	118.66	0	2	2	2	34964.1	35243.2846717186	0	0	28.848	25.3526	49.8999	66.366867
7	77.7898	207.327	9	0	9	9	49366.9	50213.1612810807	144.533	1	49.5747	49.8234	77.7898	103.460434
8	43.0027	101.943	0	4	2	2	24537.5	24783.7773153803	0	0	19.5829	23.3192	43.0027	57.193591
9	54.7798	163.786	1	0	3	3	44875.1	45224.824418706	89.2784	1	44.3156	36.6204	54.7798	72.857134
10	74.3872	250.493	0	4	9	9	65693.1	66535.5628208842	0	0	59.3177	53.283	74.3872	98.934976
11	60.423	195.69	0	3	3	3	44504.3	44843.9911209445	0	0	48.1837	58.6898	60.423	80.36259
12	88.8959	231.333	0	2	9	9	60586.1	61523.1667953672	0	0	61.7294	62.4366	88.8959	118.231547
13	44.9038	123.883	0	2	2	2	31141.1	31383.5038737873	0	0	32.2082	31.932	44.9038	59.722054
14	85.5742	314.531	0	2	9	9	84630.4	85631.2095274719	0	0	102.093	88.6958	85.5742	113.813686
15	82.0796	216.15	4	0	9	9	49927.7	50803.2231392974	151.25	1	41.1503	57.949	82.0796	109.165868
16	89.7412	292.214	2	0	9	9	77438.2	78397.784702067	109.432	1	63.0913	78.4831	89.7412	119.355796
17	80.2416	242.77	9	0	9	9	71798.3	72751.4465498193	145.246	1	52.1254	67.1335	80.2416	106.721328
18	55.5509	176.086	0	2	3	3	48343.3	48716.5741426508	0	0	43.1104	50.3223	55.5509	73.882697
19	89.5355	280.963	4	0	9	9	71697.8	72654.0695464886	214.267	1	72.4699	60.6672	89.5355	119.082215
20	80.844	276.795	2	0	9	9	63455.8	64275.5374240369	104.388	1	78.9789	64.1682	80.844	107.52252
;


# demand and spinning reserves
param :		R	D:=
1	948.911	0.0908574
2	697.264	0.0852474
3	695.076	0.075483
4	540.986	0.103309
5	466.513	0.0990901
6	733.576	0.102133
7	1026.33	0.0858679
8	1226.71	0.0802297
9	1400	0.0751011
10	1418.59	0.067004
11	1479.7	0.0784388
12	1560.9	0.0645191
13	1452.07	0.102928
14	811.636	0.0905262
15	1143.16	0.0777794
16	1414.1	0.089657
17	1512.45	0.0921266
18	1694.4	0.0844658
19	1406.59	0.0875364
20	1496.15	0.0637575
21	1400.41	0.0620434
22	911.764	0.10561
23	566.504	0.093294
24	311.273	0.103498
;
